region,metro_area,year,employment_rate,employment_rate_15_64,labor_force,labor_force_participation_rate,not_in_labor_force,population_15plus,unemployment_rate,male_labor_force_participation_rate,male_unemployment_rate,male_employment_rate,male_employment_rate_15_64,female_labor_force_participation_rate,female_unemployment_rate,female_employment_rate,female_employment_rate_15_64,gender_employment_rate_gap,gender_labor_force_participation_gap,youth_employed_share,senior_employed_share,core_30_49_employed_share,working_age_employed_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,self_employed_share,short_hours_worker_share,long_hours_worker_share,average_weekly_hours,college_employed_share,quarter_count,is_complete_year,employment_rate_score,employment_rate_15_64_score,labor_force_participation_rate_score,unemployment_rate_score,female_employment_rate_score,female_labor_force_participation_rate_score,gender_employment_rate_gap_score,wage_worker_share_score,regular_worker_share_score,temporary_worker_share_score,daily_worker_share_score,self_employed_share_score,youth_employed_share_score,senior_employed_share_score,short_hours_worker_share_score,long_hours_worker_share_score,college_employed_share_score,labor_market_access_score,female_employment_score,stable_wage_job_score,youth_retention_score,working_time_quality_score,education_job_score,employment_inclusion_score
경남,비수도권,2020,60.6,65.525,1802.0,63.125,1052.25,2854.0,4.0,73.8,4.125,70.775,74.775,52.45,3.8499999999999996,50.425,55.525,20.35,21.35,10.927626115492545,21.826822461426595,42.65712105463038,87.16414894222572,70.164927320773,51.4164981514422,15.553298412795895,3.223957701792805,24.964149479010715,23.80707360303389,16.60920596440327,39.45,38.52293898399481,4,True,32.51633986928106,22.651933701657477,35.50087873462214,28.0,29.25170068027211,32.466063348416306,41.52249134948096,41.97659424023978,42.60614243477028,60.70812499975542,71.40873706300869,35.81767978120568,22.295708027614733,55.43668721161687,53.8052858301754,47.71948963253335,21.196485260550244,29.66728807639017,34.41341845938979,50.503455703795964,38.866197619615804,50.76238773135438,21.196485260550244,37.56820547518273
경북,비수도권,2020,61.125,66.4,1478.25,63.725,842.25,2320.5,4.05,74.95,4.175,71.825,75.525,52.5,3.85,50.5,56.4,21.325000000000003,22.449999999999996,10.947754571589833,27.558344702681083,37.05991087160856,82.9264539795933,63.007414323224936,45.0308802832377,14.097967285195216,3.8785667547920273,28.2567214484795,22.06144464492331,13.292783314994951,39.1,39.21738340734772,4,True,35.94771241830066,29.097605893186017,39.71880492091389,26.400000000000006,29.59183673469389,32.6923076923077,37.02422145328719,13.413359527188259,25.070362309025455,69.59569223408747,62.23461741101008,16.828618478265582,22.520935659550283,32.63169440957036,62.59882649845012,66.25159876619902,22.806084447693635,32.791030808100146,33.10278862676293,37.42852999191537,27.57631503456032,64.42521263232457,22.806084447693635,36.354993590226165
광주,비수도권,2020,58.65,63.85,777.5,61.0,496.75,1274.5,3.875,69.69999999999999,4.0,66.925,71.69999999999999,52.8,3.7,50.8,56.05,16.124999999999996,16.899999999999995,15.117090793843735,16.18728268046233,44.816243135605355,91.20423960329255,76.38844419039307,54.91740601995176,17.39116452420328,4.079784041787913,20.10008841058764,21.941774253323146,12.307360704918588,39.05,52.87666383467182,4,True,19.771241830065353,10.31307550644566,20.56239015817222,32.0,30.95238095238095,34.0497737556561,61.01499423298733,66.8125635424946,52.220114314978574,49.484453408423,59.4146266722737,63.86989995011873,69.17377974965828,77.87569358692765,63.20166162583218,71.75812229569395,54.465877418068786,20.661676873670807,42.00571631367479,58.360331577657725,73.52473666829297,67.47989196076307,54.465877418068786,52.74970513535468
대구,비수도권,2020,56.65,62.975,1232.0,58.925,859.0,2091.0,3.875,69.825,3.825,67.175,72.8,48.725,3.925,46.75,53.3,20.425,21.099999999999998,13.187650779648715,18.566570172640823,42.22159173681499,90.46223748721744,73.17731658534368,52.12698477248679,16.285113947881168,4.785947549884497,22.95708075992379,23.62185683467296,9.814929487990819,37.625,51.963246828331236,4,True,6.6993464052287495,3.867403314917116,5.975395430579927,32.0,12.585034013605462,15.6108597285068,41.17647058823529,53.9980298478991,44.557235880395545,56.23899790706283,49.51798914874582,47.392931985063804,47.58428459620783,68.40881343725668,54.73830838199598,85.68578236896637,52.348738563630036,12.135536287681447,23.124121443449184,50.34103695383342,57.99654901673226,70.21204537548118,52.348738563630036,44.35967127346792
대전,비수도권,2020,60.65,66.175,815.75,63.425,470.5,1286.5,4.375,73.075,4.35,69.875,74.475,54.05,4.35,51.675,57.775,18.2,19.025000000000002,17.334279990904786,16.40166814004083,43.00087629169589,91.640680183681,79.84183212597773,57.45208974729692,17.521686675542114,4.9321231179836325,17.56157370539188,22.881967281982508,11.500238828071051,38.275,50.20726676307913,4,True,32.843137254901954,27.440147329650046,37.60984182776799,16.0,34.92063492063491,39.70588235294117,51.44175317185698,80.59387699496278,59.180702538139144,48.687367182756944,47.46938907852661,78.51013008095907,93.9830482794204,77.02268130558981,58.465474364999196,76.26830458762113,48.278687756650704,28.473281603079997,42.022756815144355,62.88829317506891,85.50286479250511,67.36688947631016,48.278687756650704,55.755462269793206
부산,비수도권,2020,55.625,62.925,1711.5,58.075,1236.5,2948.25,4.175,67.225,4.35,64.25,70.75,49.625,4.0,47.65,55.325,16.599999999999998,17.599999999999998,13.750705207106222,20.585249201849965,41.14384635290696,89.02063039251345,75.50645872700301,53.28050909768241,16.585642186662522,5.640381172849081,21.137731901883967,23.53283346483043,12.301650696207796,38.475,47.28681496355104,4,True,0.0,3.4990791896868814,0.0,22.400000000000006,16.66666666666668,19.68325791855204,58.82352941176471,63.292855256538296,47.724971462734146,54.40370085518973,37.54339720588574,57.885558210733244,53.88458973308159,60.376748168557555,55.186760282097644,71.79002971997882,41.50959769770003,6.474769797421722,31.72448466566114,52.17009659821623,57.13066895081957,63.48839500103823,41.50959769770003,42.08300211847615
서울,수도권,2020,59.3,65.95,5292.5,62.15,3223.25,8516.0,4.55,70.775,4.25,67.75,73.9,54.325,4.9,51.65,58.45,16.1,16.45,16.76739243230393,15.945888620407228,45.57035766379583,91.84891243023849,82.24855663909706,58.49777457312443,18.336218397369187,5.414528251368545,15.955189397410194,21.45964986343076,10.9109198826177,38.8,59.725133883166095,4,True,24.01960784313724,25.782688766114177,28.64674868189805,10.400000000000006,34.807256235827666,40.95022624434391,61.13033448673586,90.19830763748226,62.05229610433778,43.713100292603066,40.70864784811654,87.77453808272755,87.63985226973739,78.83616962981718,65.63034523009287,79.56140808081635,70.33941812563151,22.212261322787366,45.629272322302484,64.88937799305344,83.23801094977728,72.59587665545462,70.33941812563151,59.81736956150112
세종,비수도권,2020,62.650000000000006,66.3,184.75,64.45,102.0,286.75,2.725,75.775,2.55,73.85,77.15,53.175,3.0,51.575,55.225,22.275,22.6,12.643372672442439,11.245185256813164,58.158543478310925,93.62008539334121,81.92711367129971,69.55401126912756,10.850472245821082,1.6679789935603888,15.434557672929767,18.770729584683075,11.945743341092179,39.25,70.08080691220226,4,True,45.91503267973861,28.36095764272555,44.815465729349754,68.8,34.46712018140592,35.746606334841616,32.64129181084199,88.91553652142548,92.41423440394622,89.42783212185381,93.21524092952849,90.77714753943421,41.494077348919255,97.53966616337598,79.17568068930134,73.77883351362485,94.34203421603208,46.97286401295348,34.285006109029844,90.94999830323765,69.51687175614762,76.4772571014631,94.34203421603208,68.75733858314396
울산,비수도권,2020,58.125,62.9,585.25,60.65,379.25,964.5,4.25,74.025,4.05,70.975,76.075,46.775,4.525,44.675,48.6,26.300000000000004,27.25,12.09097268701882,15.172802268633518,46.22949210116656,92.81540426297015,82.37491890227092,60.867428345214876,18.339549405775216,3.1235361779238113,15.661988810276155,20.8522300761911,12.982505182817754,39.25,45.74053083272773,4,True,16.339869281045754,3.314917127071791,18.101933216168696,20.0,3.1746031746031855,6.787330316742081,14.07151095732408,90.70257706502557,68.55968949667115,43.69275814461678,72.81611001544366,89.46549699714866,35.312990235389584,81.91218119279439,68.69019971806384,67.98542729626399,37.925584929552116,14.43917990607156,8.01114814955645,73.04732634378117,58.61258571409199,68.33781350716392,37.925584929552116,43.39560642503619
인천,수도권,2020,61.325,66.9,1634.25,64.225,909.75,2543.75,4.575,74.07499999999999,4.425,70.8,75.55000000000001,54.625,4.725,52.025,58.075,18.775000000000002,19.449999999999996,15.224865651471937,15.991500791440224,44.761496053838876,91.98889046612094,81.20132593338873,54.93603016353271,21.60351976900456,4.693940713978215,16.9231706315517,20.571324423880064,12.023030731545369,39.35,42.40567439114255,4,True,37.25490196078434,32.780847145488046,43.233743409490295,9.599999999999994,36.507936507936506,42.307692307692314,48.78892733564013,86.01916099030066,52.27125876076385,23.76000503852947,50.80743315740826,82.19195547993203,70.37972797780189,78.65468464409975,70.10525144831179,73.34695298874956,30.19597830142372,30.71737312894067,42.534852050422984,59.00996268538686,74.51720631095083,71.72610221853068,30.19597830142372,51.450245782609294
전남,비수도권,2020,63.849999999999994,69.125,997.75,65.4,528.0,1525.5,2.35,74.4,2.3,72.675,76.625,56.5,2.425,55.125,60.8,17.55,17.9,9.604739538264445,30.36525030510654,35.89439486419944,79.59658467585406,61.90642840289578,39.903184154688155,17.815801994716335,4.110754443042039,28.62356219882475,22.3700909987192,11.164564675513052,38.425,35.89542171683275,4,True,53.7581699346405,49.171270718232016,51.493848857645034,80.8,50.56689342403629,50.79185520361992,54.44059976931948,9.019693840671202,10.989007345772565,46.891233214182094,58.98058720173174,14.71295887801503,7.493250766694697,21.46337657620431,61.04403202072988,78.14404561528099,15.106365568884073,58.80582237762938,51.93311613232523,28.118696096074522,14.478313671449504,69.59403881800543,15.106365568884073,39.67272544406136
전북,비수도권,2020,59.925,64.625,955.75,61.45,599.5,1555.25,2.4749999999999996,70.925,2.575,69.1,72.675,52.3,2.375,51.075,56.175,18.025,18.625,10.080492052245688,27.687304364047332,38.11923152798534,82.20378312602898,64.76810165352605,44.19987370846181,15.148584166527952,5.419643778536292,27.2545678184717,25.670398698511615,12.203214145027655,38.3,39.096851613199995,4,True,28.104575163398682,16.02209944751379,23.725834797891046,76.80000000000001,32.1995464852608,31.787330316742075,52.24913494809689,20.439672366426514,22.788304585077157,63.179675979585284,40.636955502731254,22.608281578007123,12.816689961110484,32.11858043645455,44.4188552664689,72.34009136834486,22.526713095054063,36.16312735220088,38.74533725003325,33.930578002365465,22.467635198782517,58.37947331740688,22.526713095054063,35.36881070264051
제주,비수도권,2020,67.125,70.725,387.75,68.85,175.75,563.25,2.475,74.15,2.5,72.275,75.45,63.575,2.45,62.025,65.65,10.25,10.575000000000001,11.972536186216015,22.023686416477997,42.65966719089572,86.44045932002172,63.54718237756293,42.321194000431504,14.022178289075674,7.2034619956023915,29.311256973492736,25.943636833598354,16.326045056919796,38.35,47.54976386233824,4,True,75.16339869281047,60.95764272559845,75.74692442882247,76.8,81.85941043083898,82.80542986425341,88.11995386389849,15.567392866973309,17.629193130764424,70.05852834461953,15.637359658769313,10.74685628254501,33.987743406640384,54.65339075232458,43.04242836781719,49.30178760677006,42.11906667680802,72.16699146180785,84.26159805299697,25.92786605673432,44.32056707948249,46.17210798729363,42.11906667680802,52.49469955252055
충남,비수도권,2020,62.4,67.8,1218.5,64.675,666.5,1885.0,3.475,74.85,3.2,72.45,76.375,54.1,3.825,52.0,58.15,20.45,20.75,13.352803724963398,22.613209535712787,41.91328309838767,86.24299728439686,67.53645917352148,49.4880970034835,13.161899883872966,4.886462286165006,25.21204578206488,21.423789393843087,16.335096442797187,40.550000000000004,37.09730301985855,4,True,44.28104575163398,39.41068139963163,46.39718804920911,44.8,36.39455782312926,39.93212669683259,41.06113033448674,31.48725909667188,37.31048910524432,75.31216583060403,48.10930985657665,34.38800166357679,49.43226571312117,52.30775377755698,65.81099100606805,49.2512086279657,17.892113575978467,43.722228800118685,39.129271618149524,45.32144511053474,50.870009745339075,57.53109981701688,17.892113575978467,42.411028111189566
충북,비수도권,2020,63.199999999999996,69.0,919.0,65.275,489.5,1408.75,3.175,74.425,3.3,72.0,76.375,55.95,3.05,54.25,60.975,17.75,18.474999999999998,13.96380990101457,21.534350038763762,40.17848885905414,87.7344829843292,71.60532085988139,51.58594362394512,16.399044304387914,3.6480491178011247,22.273413192845176,21.48681618791256,13.43123949980179,39.175,40.20614352214098,4,True,49.509803921568604,48.25046040515651,50.615114235500926,54.400000000000006,46.59863945578231,48.303167420814496,53.51787773933102,47.724721941972184,43.07146287993962,55.5432361767723,65.4652424290436,51.33580869739342,56.26912758990185,56.600397516292084,65.49349588531754,65.47790813677062,25.097855284252375,50.69384464055651,49.473228205309276,52.62809442502422,56.43476255309697,65.48570201104408,25.097855284252375,49.96891451988057
강원,비수도권,2021,61.425,67.2,839.75,63.725,477.75,1317.25,3.675,70.175,3.25,67.9,73.375,57.45,4.1,55.15,60.8,12.749999999999996,12.725,11.496352587244978,28.444905487726917,35.74768060618621,82.97610077824473,70.12057126544967,46.388718741580966,17.98096944052501,5.721156567291383,24.188963365923534,28.02534489128931,12.8691780227907,38.025,38.7392906689942,4,True,37.90849673202613,34.99079189686924,39.71880492091389,38.4,50.680272108843525,55.090497737556575,76.58592848904269,41.79958409445597,28.799172448189474,45.882571507091704,36.411357967876704,40.288366150128155,28.65948058089664,29.104182612438805,32.55590178968683,68.61869739463472,21.697950150470096,37.754523387452316,60.78556611181426,38.636210433548406,28.881831596667723,50.587299592160775,21.697950150470096,39.72389687868559
경기,수도권,2021,61.125,66.9,7421.5,63.45,4273.0,11694.5,3.675,74.5,3.45,71.925,77.05000000000001,52.475,3.975,50.375,56.375,21.549999999999997,22.025,14.833199250874035,15.816960295432896,45.73295844930382,92.26419985633545,80.56501924914966,58.7197839577356,17.16796496869747,4.684122680741914,17.21776963948737,23.389398944082913,10.420915362432114,39.15,50.601431614831164,4,True,35.94771241830066,32.780847145488046,37.78558875219685,38.4,29.02494331065761,32.579185520362,35.98615916955018,83.47987434455789,62.66196424213507,50.84751162837693,50.945029500209266,80.49293153350078,65.99717148717907,79.34915891944367,55.909306322347206,82.29954438129327,49.192292076370535,36.22853707899639,32.53009600018993,65.68546224975599,72.67316520331137,69.10442535182024,49.192292076370535,54.2356629934074
경남,비수도권,2021,60.65,65.425,1805.5,63.25,1049.5,2854.5,4.075,73.25,4.125,70.25,73.65,53.2,4.0,51.075,56.5,19.174999999999997,20.049999999999997,11.056837574964558,23.919796968728146,40.2780062157036,85.83467906904525,70.19184819993876,50.68642164431875,16.25692518765716,3.262713988770116,24.647352069456737,26.709115302406346,14.691903094551304,39.25,39.3114875072465,4,True,32.843137254901954,21.915285451197004,36.37961335676625,25.599999999999994,32.1995464852608,35.85972850678735,46.94348327566321,42.084026443374675,40.60125248236097,56.41114395478489,70.8655810947739,37.64472729494723,23.741521402230124,47.10900975268202,39.18635917574932,58.4333430169101,23.024201085411903,29.1845090157163,38.33425275590378,49.52134625404834,35.425265577456074,48.80985109632971,23.024201085411903,37.38323763081102
경북,비수도권,2021,60.974999999999994,65.7,1457.25,63.025,854.5,2311.75,3.225,74.35,3.45,71.75,75.525,51.725,2.875,50.275,54.875,21.475,22.625,10.726159292664219,30.038474581299816,34.99101258259199,81.05626853693533,62.88705179379768,44.84079481883229,13.850117141160183,4.196139833805203,28.54968266993935,23.778998081063932,11.986763249231782,39.1,39.726953109480064,4,True,34.96732026143788,23.94106813996316,34.79789103690683,52.8,28.571428571428577,29.185520361990964,36.33217993079584,12.933033025529797,24.548361622841185,71.10928922749599,57.78394045845051,15.139040043755955,20.041392286760832,22.763575321950583,53.94671522333411,73.54961501687153,23.987176772382536,36.62656985957697,31.36304295473846,36.30273287561469,21.402483804355708,63.74816512010282,23.987176772382536,35.57169523112852
광주,비수도권,2021,58.175,63.4,772.25,60.325,508.0,1280.25,3.6,69.35,3.425,66.95,72.175,51.725,3.725,49.825,54.625,17.125,17.625,14.136179283852414,16.91297460970525,44.4129133014287,90.57331825165683,76.16304155984136,54.58776964551469,16.844310577995415,4.764789387333211,20.010127351179168,23.12396602494022,12.921339528435672,39.725,51.49668641821739,4,True,16.66666666666665,6.998158379373816,15.81722319859403,40.79999999999999,26.530612244897984,29.185520361990964,56.40138408304498,65.91305721346757,51.31488774131241,52.82403786594431,49.814513484870716,64.38872720365346,58.19785713215375,74.98825836007495,57.24641473724571,68.32721985471338,51.267334160889355,20.070512061158624,37.37250556331131,56.851044701849695,66.59305774611435,62.786817295979546,51.267334160889355,49.15687858821715
대구,비수도권,2021,58.25,65.525,1264.75,60.5,825.25,2090.0,3.7249999999999996,70.875,3.7,68.225,74.325,50.8,3.8000000000000003,48.875,56.824999999999996,19.349999999999998,20.075,14.144601870562617,18.76991584361344,41.266406730268855,90.49289167390998,76.49553015448232,54.67654009197986,16.89271335465696,4.946684871110809,20.606069690869717,24.667237327338913,9.463971981230749,38.175,54.19615392830413,4,True,17.156862745098042,22.651933701657477,17.04745166959577,36.80000000000001,22.22222222222224,24.999999999999993,46.13610149942331,67.23990772305041,51.55866352981181,52.52844676385812,47.26531114083311,60.95178315919962,58.292101780145735,67.59972706060802,49.47224320052184,87.64692650049533,57.52422177325849,23.414062029087827,31.119441240548515,55.90882246335061,62.94591442037688,68.55958485050859,57.52422177325849,49.91200779618848
대전,비수도권,2021,60.9,66.65,811.5,63.0,476.75,1288.5,3.3,72.475,3.125,70.225,74.8,53.75,3.55,51.85,58.4,18.375,18.724999999999998,16.94974685862253,17.28972853934306,42.60466197301755,90.9584334443179,79.39628532165219,57.42298664173602,17.824955520685116,4.116975530623766,18.022689417365683,25.211737621527647,12.22915125048451,38.475,53.91007379916394,4,True,34.47712418300654,30.939226519337033,34.622144112478026,50.400000000000006,35.71428571428573,38.34841628959276,50.634371395617066,78.81584907493523,59.10078142938734,46.835333511402524,58.89340080921419,75.85076390654797,89.68030959116294,73.4892027354295,46.729343308428696,72.19515529723716,56.86113869873588,37.6096237037054,41.56569113316518,63.899225746297454,81.58475616329622,59.46224930283293,56.86113869873588,56.830447458005516
부산,비수도권,2021,56.2,63.85,1715.0,58.15,1234.0,2949.25,3.35,67.5,3.45,65.2,71.82499999999999,49.525,3.3,47.925,56.125,17.275,17.974999999999994,13.484984445885868,21.911529888217107,40.25168467235239,88.10319413615909,74.28244563387656,51.12089161153246,18.16797446453747,4.963265125491237,22.324252039100344,26.1587371625061,11.957502709068182,38.525,48.19663690857056,4,True,3.758169934640542,10.31307550644566,0.5272407732864377,48.8,17.91383219954649,19.23076923076923,55.70934256055364,58.40822937003336,41.79436644150262,44.74054981007166,47.03294460564741,51.04260873789006,50.91130367892487,55.099647211260056,41.958868496046485,73.7131223803611,43.618403836682354,15.84962155359316,30.95131466362312,48.60373979302902,53.00547544509246,57.835995438203796,43.618403836682354,41.64409178837065
서울,수도권,2021,59.25,66.575,5312.25,62.275,3221.0,8533.25,4.825,70.825,4.725,67.45,74.075,54.475,4.95,51.8,59.55,15.650000000000002,16.35,17.872011296368427,15.802764069764539,44.82153655049116,91.86709121700503,82.0917674131755,59.26848311795881,18.133293794008065,4.69981083169018,16.20230644772421,24.539007409064524,10.302237430958236,38.625,60.22162076497774,4,True,23.692810457516345,30.38674033149171,29.52548330404216,1.5999999999999943,35.4875283446712,41.62895927601811,63.2064590542099,89.57261440269396,64.16876719017313,44.952341329689574,50.72516548632405,86.34935410469238,100.0,79.40564388287152,50.11819662378302,82.96271449268544,71.49018678978605,21.301258523262554,46.774315558299726,67.15364850271462,89.70282194143576,66.54045555823423,71.49018678978605,60.49378114562216
세종,비수도권,2021,62.65,66.175,189.25,63.975,106.75,296.0,2.075,75.3,1.825,73.95,76.825,52.675,2.5,51.35,55.25,22.6,22.624999999999996,12.001739581526817,12.241610911823678,56.76306625774711,93.27968926373183,82.21940405451043,71.03561388135856,9.843734311819418,1.614079885356481,15.223095435861392,23.936942261410348,10.916379905741607,38.825,72.52187597932279,4,True,45.91503267973856,27.440147329650046,41.47627416520211,89.6,33.44671201814061,33.4841628959276,31.14186851211072,90.08196944622432,96.48291783882225,95.57588386492583,93.97061830405933,91.99670155987255,34.31451519373317,93.57501612211301,53.1510773148654,79.53089757142075,100.0,51.10786354364768,32.69091447539297,93.62161820278084,63.94476565792309,66.34098744314308,100.0,67.95102488714794
울산,비수도권,2021,57.675,62.875,575.5,59.825,386.25,961.5,3.5500000000000003,71.525,3.375,69.075,74.675,47.6,3.925,45.75,50.0,23.325,23.924999999999997,11.445593187956902,15.90531444760861,45.74516586595398,92.20379652408944,81.74861414936686,62.19481941356007,16.938012671442475,2.6157820643643075,16.178291005777613,24.393285646403967,11.451119072618509,39.225,48.16939069560181,4,True,13.398692810457499,3.1307550644567,12.302284710017581,42.39999999999999,8.049886621315213,10.520361990950239,27.797001153402547,88.2032047739481,72.2048869381403,52.25180819276926,79.93210844266815,86.48785698437727,28.091507595543597,78.99760906591696,50.8522645597293,76.5427848830768,43.5552519403283,17.80793314623294,15.455749921889334,75.81597306638062,53.54455833073028,63.697524721403056,43.5552519403283,44.97949852116076
인천,수도권,2021,61.325,67.4,1628.75,63.9,919.75,2548.5,4.025,74.225,4.2,71.125,76.275,53.85,3.85,51.75,58.4,19.375,20.375,14.829211494777066,17.15726018434377,43.65174137484604,91.67208922784147,81.71262198855837,56.54978303349752,19.678008846393027,5.468957092794808,16.863733704564602,22.31185325006648,10.622838317147437,39.125,41.52203162082638,4,True,37.25490196078434,36.464088397790064,40.94903339191563,27.19999999999999,35.2607709750567,38.80090497737558,46.020761245674734,88.05957212705594,56.70284487961024,35.518915062919675,39.945846445544454,82.53474265685088,65.9525504363585,74.01627735105492,61.33740250408892,81.1712026019232,28.147850853068878,35.4670059376225,40.027479066035674,60.55238423439623,69.98441389370672,71.25430255300606,28.147850853068878,50.90557275630601
전남,비수도권,2021,64.65,69.45,1008.25,66.175,515.75,1523.75,2.375,74.85,2.35,73.1,76.225,57.474999999999994,2.375,56.125,61.775,16.974999999999998,17.375000000000004,9.109425862047669,32.219649701299836,34.499692477150134,78.234732197473,60.51468364385238,39.18436153409333,17.601133777930905,3.702789176601109,30.068165924145546,24.69698595281408,10.951441715999739,38.575,36.156411981947386,4,True,58.986928104575206,51.565377532228354,56.94200351493846,80.0,55.10204081632652,55.203619909502244,57.09342560553633,3.465707109968245,9.015022105138852,48.20219136904551,64.69807942253215,6.381578743293787,1.9509316826876844,14.084958923400904,49.32238561095463,79.33497281670243,15.711294782013304,61.873577287935504,55.79969544378837,26.35251574999571,8.017945303044295,64.32867921382854,15.711294782013304,38.68061796343429
전북,비수도권,2021,61.25,66.075,974.0,62.625,581.75,1555.75,2.2,71.6,2.1,70.125,73.0,53.925,2.35,52.6,58.75,17.525,17.674999999999997,11.153980151653514,29.19036549182351,36.3684383496694,81.38518460246476,65.19865107177533,45.31409244884136,15.500096044735121,4.384462578198861,27.277087051232815,27.961755314110118,12.009144758261579,38.375,40.495236463887466,4,True,36.76470588235295,26.70349907918968,31.985940246045686,85.6,39.11564625850341,39.14027149321266,54.555940023068054,22.157850746715166,25.848101655078466,61.03302674493099,55.14466227807035,22.478407699664842,24.828499578898082,26.13809274799202,32.876231909329704,73.4245475535944,25.76792152482692,45.263536301897076,44.27061925826138,37.33240982489197,25.48329616344505,53.15038973146205,25.76792152482692,38.544695467464074
제주,비수도권,2021,67.45,71.6,395.5,69.625,172.75,567.75,3.125,75.475,2.775,73.35,76.875,63.8,3.55,61.525,66.075,11.824999999999998,11.675000000000004,12.009608021458252,22.710305140318795,41.71636907709339,86.36317379593739,65.01204606605694,45.04089663243259,13.051436733912007,6.9197126997123375,28.134974527857555,29.361097015456245,14.034842413058326,37.7,49.60806632567426,4,True,77.28758169934645,67.403314917127,81.19507908611601,56.0,79.59183673469386,83.8235294117647,80.85351787773934,21.413172730930825,25.097868574005528,75.9867536639672,19.61400797999076,17.530762504446812,34.402559208843854,51.92142280457175,25.82710036139831,62.10498609263238,46.88984726121379,70.47149392564737,81.4229613413993,31.928513090668226,43.1619910067078,43.96604322701535,46.88984726121379,52.973474975441974
충남,비수도권,2021,63.025000000000006,68.2,1220.75,64.5,672.0,1892.25,2.3000000000000003,74.65,2.375,72.875,76.625,53.95,2.2,52.8,58.625,20.075000000000003,20.7,12.983143696106549,23.958399146977015,40.89154981185044,85.04834896933471,68.80591060634876,51.71306604878572,13.370536318955988,3.7223082386070514,24.070639792961668,23.788682823115934,14.215528811568717,39.775,38.65739991764681,4,True,48.366013071895466,42.35727440147329,45.166959578207376,82.39999999999999,40.022675736961446,39.253393665158384,42.7912341407151,36.553214163059685,43.420558447050816,74.03804318650947,64.42452651409491,40.970766899873425,45.295949816947044,46.95541663028735,53.89792869702201,61.095313801086256,21.508141891708497,54.572561762894026,40.68910118094498,51.88142184211766,46.1256832236172,57.49662124905413,21.508141891708497,45.37892185838942
충북,비수도권,2021,63.349999999999994,69.85,920.5,64.95,496.5,1416.25,2.475,73.975,2.55,72.1,77.075,55.8,2.425,54.45,61.975,17.65,18.175000000000004,14.411429413284788,22.857197076194744,38.99203900761481,87.60425141352218,72.62923136101362,52.82004759630558,15.886291343717637,3.9246437322449133,21.69235702673765,24.62304044689689,12.80259415851294,39.2,39.73628209347518,4,True,50.490196078431346,54.51197053406991,48.3304042179262,76.8,47.505668934240376,47.62443438914026,53.97923875432526,51.81080547112777,46.460481195516685,58.67456919517133,61.588864495711306,54.68690056751199,61.2777721808971,51.336958608268375,49.694883334768036,68.99076681092481,24.008799705119063,57.53314270760687,49.70311402590196,54.64432418500782,56.30736539458274,59.34282507284642,24.008799705119063,50.256595181844155
강원,비수도권,2022,61.849999999999994,67.725,844.25,63.875,477.75,1322.75,3.2,69.4,2.825,67.5,73.275,58.475,3.675,56.4,62.025,11.1,10.924999999999999,11.076916720862686,29.73217950251805,34.96087961842815,81.78621284471541,70.80084708051916,48.70071871721369,17.404649303226797,4.695479060078679,24.078928304141563,31.97604667841661,11.371744404152857,37.1,40.706718952733695,4,True,40.686274509803894,38.8581952117863,40.77328646748681,53.599999999999994,56.34920634920634,59.728506787330325,84.1983852364475,44.5143368000534,35.148240629249074,49.402103159782875,50.785873768445974,40.92296504516393,23.96619727702477,23.982284204669952,12.654389116036029,76.98632907932587,26.25810048039896,43.47943904726925,66.7586994576614,44.15470388053905,23.97424074084736,44.82035909768095,26.25810048039896,41.57425711739949
경기,수도권,2022,63.9,69.975,7808.75,65.7,4074.5,11883.25,2.725,76.45,2.45,74.6,79.45,55.05,3.1,53.325,60.175,21.275,21.4,15.137818140355503,17.061335831114906,44.18296713432673,91.3890709020016,81.28387890329071,60.72101970842013,16.610911960656914,3.951813253824473,16.906070999927394,27.25747808344093,9.126191604793512,38.425,51.04781973790758,4,True,54.084967320261434,55.432780847145416,53.60281195079089,68.8,42.40362811791385,44.230769230769226,37.254901960784316,86.34860221609762,68.15763135346056,54.249380775647566,61.20809304026562,82.29057320376086,69.40570867399252,74.39794806484534,36.42400215045393,89.53443706868613,50.22694069027283,57.98014002954943,41.2964331031558,70.45085611784644,71.90182836941892,62.97921960957003,50.22694069027283,59.13923631996891
경남,비수도권,2022,61.05,66.45,1800.0,63.125,1051.0,2850.75,3.3,72.85,3.075,70.625,75.15,53.375,3.575,51.45,56.975,19.174999999999997,19.474999999999998,10.760760952093333,25.275636823799047,38.46175458592883,85.36751858684949,69.73491737609241,51.650445061779536,15.125466536612745,2.9590057777001286,24.794628792283742,29.915401343894573,12.288717264063493,38.475,42.0479337876281,4,True,35.45751633986927,29.4659300184162,35.50087873462214,50.400000000000006,33.90022675736964,36.651583710407245,46.94348327566321,40.26056871809744,43.24859265109154,63.32085312221161,75.1219467146576,36.79534670609732,20.428568023269992,41.71429664957941,23.03481301300387,71.86230150235066,29.366798938379972,37.70608127322691,39.16509791448003,51.7494615824311,31.0714323364247,47.448557257677265,29.366798938379972,39.41790488377
